,id,date,MinerHR,NetworkHR,bitcoins/day,bitcoins/miner,bitcoin_price,usd/computer,TotalUSD Miner revenues,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,BMN price,AsicPrice,MinedCentral,mined,Cumulative Bitcoins,MinedUSD
0,0,09-01-09,1.00E-04,7.00E-07,1400000,99999.99935,0,0,0,0,0,0,0,0,0,0,0,281345673.6,,,0
1,1,10-01-09,1.00E-04,7.00E-07,6100000,435714.2829,0,0,0,0,0,0,0,0,0,0,0,281658383.8,,,0
2,2,11-01-09,1.00E-04,5.27E-06,9300000,88235.28851,0,0,0,0,0,0,0,0,0,0,0,281971441.6,,,0
3,3,12-01-09,1.00E-04,5.27E-06,9400000,89184.05506,0,0,0,0,0,0,0,0,0,0,0,282284847.4,,,0
4,4,13-01-09,1.00E-04,5.72E-06,12300000,107517.48,0,0,0,0,0,0,0,0,0,0,0,282598601.5,,,0
5,5,14-01-09,1.00E-04,5.72E-06,12900000,112762.2351,0,0,0,0,0,0,0,0,0,0,0,282912704.4,,,0
6,6,15-01-09,1.00E-04,6.31E-06,12600000,99841.51702,0,0,0,0,0,0,0,0,0,0,0,283227156.3,,,0
7,7,16-01-09,1.00E-04,6.31E-06,10800000,85578.44316,0,0,0,0,0,0,0,0,0,0,0,283541957.8,,,0
8,8,17-01-09,1.00E-04,5.37E-06,10900000,101489.7543,0,0,0,0,0,0,0,0,0,0,0,283857109.2,,,0
9,9,18-01-09,1.00E-04,5.37E-06,10700000,99627.55701,0,0,0,0,0,0,0,0,0,0,0,284172610.8,,,0
10,10,19-01-09,1.00E-04,5.92E-06,11500000,97128.37348,0,0,0,0,0,0,0,0,0,0,0,284488463.2,,,0
11,11,20-01-09,1.00E-04,5.92E-06,11400000,96283.77893,0,0,0,0,0,0,0,0,0,0,0,284804666.6,,,0
12,12,21-01-09,1.00E-04,5.62E-06,10200000,90747.32644,0,0,0,0,0,0,0,0,0,0,0,285121221.4,,,0
13,13,22-01-09,1.00E-04,5.62E-06,9100000,80960.85006,0,0,0,0,0,0,0,0,0,0,0,285438128.1,,,0
14,14,23-01-09,1.00E-04,3.33E-06,8400000,126126.1219,0,0,0,0,0,0,0,0,0,0,0,285755387,,,0
15,15,24-01-09,1.00E-04,3.33E-06,20100000,301801.7917,0,0,0,0,0,0,0,0,0,0,0,286072998.6,,,0
16,16,25-01-09,1.00E-04,9.64E-06,19100000,99066.3884,0,0,0,0,0,0,0,0,0,0,0,286390963.2,,,0
17,17,26-01-09,1.00E-04,9.64E-06,9600000,49792.53029,0,0,0,0,0,0,0,0,0,0,0,286709281.1,,,0
18,18,27-01-09,1.00E-04,5.12E-06,9700000,94726.56068,0,0,0,0,0,0,0,0,0,0,0,287027952.9,,,0
19,19,28-01-09,1.00E-04,5.12E-06,11200000,109374.9979,0,0,0,0,0,0,0,0,0,0,0,287346978.9,,,0
20,20,29-01-09,1.00E-04,6.06E-06,12100000,99834.98044,0,0,0,0,0,0,0,0,0,0,0,287666359.5,,,0
21,21,30-01-09,1.00E-04,6.06E-06,11700000,96534.65051,0,0,0,0,0,0,0,0,0,0,0,287986095.1,,,0
22,22,31-01-09,1.00E-04,6.41E-06,13800000,107644.3036,0,0,0,0,0,0,0,0,0,0,0,288306186,,,0
23,23,01-02-09,1.00E-04,6.41E-06,11300000,88143.52394,0,0,0,0,0,0,0,0,0,0,0,288626632.7,,,0
24,24,02-02-09,1.00E-04,6.31E-06,12800000,101426.303,0,0,0,0,0,0,0,0,0,0,0,288947435.6,,,0
25,25,03-02-09,1.00E-04,6.31E-06,13904019.53,110174.4764,0,0,0,0,0,0,0,0,0,0,0,289268595.1,,,0
26,26,04-02-09,1.00E-04,6.11E-06,11900000,97381.34026,0,0,0,0,0,0,0,0,0,0,0,289590111.5,,,0
27,27,05-02-09,1.00E-04,6.11E-06,12600000,103109.6544,0,0,0,0,0,0,0,0,0,0,0,289911985.2,,,0
28,28,06-02-09,1.00E-04,6.41E-06,12200000,95163.80461,0,0,0,0,0,0,0,0,0,0,0,290234216.8,,,0
29,29,07-02-09,1.00E-04,6.41E-06,12900000,100624.0229,0,0,0,0,0,0,0,0,0,0,0,290556806.5,,,0
30,30,08-02-09,1.00E-04,6.66E-06,13200000,99099.0958,0,0,0,0,0,0,0,0,0,0,0,290879754.7,,,0
31,31,09-02-09,1.00E-04,6.66E-06,13400000,100600.5972,0,0,0,0,0,0,0,0,0,0,0,291203061.9,,,0
32,32,10-02-09,1.00E-04,6.31E-06,12000000,95087.15907,0,0,0,0,0,0,0,0,0,0,0,291526728.4,,,0
33,33,11-02-09,1.00E-04,6.31E-06,13300000,105388.268,0,0,0,0,0,0,0,0,0,0,0,291850754.7,,,0
34,34,12-02-09,1.00E-04,5.87E-06,11900000,101362.8556,0,0,0,0,0,0,0,0,0,0,0,292175141.2,,,0
35,35,13-02-09,1.00E-04,5.87E-06,12400000,105621.7991,0,0,0,0,0,0,0,0,0,0,0,292499888.1,,,0
36,36,14-02-09,1.00E-04,7.01E-06,13600000,97004.27728,0,0,0,0,0,0,0,0,0,0,0,292824996.1,,,0
37,37,15-02-09,1.00E-04,7.01E-06,12800000,91298.14333,0,0,0,0,0,0,0,0,0,0,0,293150465.4,,,0
38,38,16-02-09,1.00E-04,6.11E-06,12200000,99836.33204,0,0,0,0,0,0,0,0,0,0,0,293476296.4,,,0
39,39,17-02-09,1.00E-04,6.11E-06,11700000,95744.67908,0,0,0,0,0,0,0,0,0,0,0,293802489.6,,,0
40,40,18-02-09,1.00E-04,6.16E-06,11800000,95779.22016,0,0,0,0,0,0,0,0,0,0,0,294129045.4,,,0
41,41,19-02-09,1.00E-04,6.16E-06,12400000,100649.35,0,0,0,0,0,0,0,0,0,0,0,294455964.1,,,0
42,42,20-02-09,1.00E-04,6.36E-06,12200000,95911.94661,0,0,0,0,0,0,0,0,0,0,0,294783246.1,,,0
43,43,21-02-09,1.00E-04,6.36E-06,11400000,89622.63864,0,0,0,0,0,0,0,0,0,0,0,295110892,,,0
44,44,22-02-09,1.00E-04,6.01E-06,12100000,100665.5531,0,0,0,0,0,0,0,0,0,0,0,295438902,,,0
45,45,23-02-09,1.00E-04,6.01E-06,10800000,89850.24572,0,0,0,0,0,0,0,0,0,0,0,295767276.6,,,0
46,46,24-02-09,1.00E-04,5.52E-06,10600000,96014.49326,0,0,0,0,0,0,0,0,0,0,0,296096016.2,,,0
47,47,25-02-09,1.00E-04,5.52E-06,10500000,95108.69615,0,0,0,0,0,0,0,0,0,0,0,296425121.1,,,0
48,48,26-02-09,1.00E-04,4.77E-06,10700000,112159.3255,0,0,0,0,0,0,0,0,0,0,0,296754591.9,,,0
49,49,27-02-09,1.00E-04,4.77E-06,11500000,120545.0695,0,0,0,0,0,0,0,0,0,0,0,297084428.8,,,0
50,50,28-02-09,1.00E-04,5.07E-06,9900000,97633.1328,0,0,0,0,0,0,0,0,0,0,0,297414632.4,,,0
51,51,01-03-09,1.00E-04,5.07E-06,10500000,103550.2924,0,0,0,0,0,0,0,0,0,0,0,297745203,,,0
52,52,02-03-09,1.00E-04,5.17E-06,10800000,104448.7422,0,0,0,0,0,0,0,0,0,0,0,298076141,,,0
53,53,03-03-09,1.00E-04,5.17E-06,10500000,101547.3883,0,0,0,0,0,0,0,0,0,0,0,298407446.8,,,0
54,54,04-03-09,1.00E-04,5.27E-06,10400000,98671.72049,0,0,0,0,0,0,0,0,0,0,0,298739120.9,,,0
55,55,05-03-09,1.00E-04,5.27E-06,11200000,106261.8528,0,0,0,0,0,0,0,0,0,0,0,299071163.6,,,0
56,56,06-03-09,1.00E-04,5.87E-06,11700000,99659.2782,0,0,0,0,0,0,0,0,0,0,0,299403575.4,,,0
57,57,07-03-09,1.00E-04,5.87E-06,10900000,92844.96858,0,0,0,0,0,0,0,0,0,0,0,299736356.6,,,0
58,58,08-03-09,1.00E-04,5.57E-06,11500000,103231.5913,0,0,0,0,0,0,0,0,0,0,0,300069507.8,,,0
59,59,09-03-09,1.00E-04,5.57E-06,10800000,96947.92923,0,0,0,0,0,0,0,0,0,0,0,300403029.2,,,0
60,60,10-03-09,1.00E-04,5.22E-06,10700000,102490.4224,0,0,0,0,0,0,0,0,0,0,0,300736921.3,,,0
61,61,11-03-09,1.00E-04,5.22E-06,11400000,109195.4033,0,0,0,0,0,0,0,0,0,0,0,301071184.5,,,0
62,62,12-03-09,1.00E-04,5.87E-06,11800000,100511.0669,0,0,0,0,0,0,0,0,0,0,0,301405819.3,,,0
63,63,13-03-09,1.00E-04,5.87E-06,11300000,96252.12339,0,0,0,0,0,0,0,0,0,0,0,301740826,,,0
64,64,14-03-09,1.00E-04,5.77E-06,11000000,95320.6229,0,0,0,0,0,0,0,0,0,0,0,302076205.1,,,0
65,65,15-03-09,1.00E-04,5.77E-06,12300000,106585.7874,0,0,0,0,0,0,0,0,0,0,0,302411956.9,,,0
66,66,16-03-09,1.00E-04,6.46E-06,12100000,93653.24993,0,0,0,0,0,0,0,0,0,0,0,302748081.9,,,0
67,67,17-03-09,1.00E-04,6.46E-06,11400000,88235.29332,0,0,0,0,0,0,0,0,0,0,0,303084580.5,,,0
68,68,18-03-09,1.00E-04,5.47E-06,11400000,104204.7524,0,0,0,0,0,0,0,0,0,0,0,303421453.1,,,0
69,69,19-03-09,1.00E-04,5.47E-06,12200000,111517.3666,0,0,0,0,0,0,0,0,0,0,0,303758700.2,,,0
70,70,20-03-09,1.00E-04,5.87E-06,11800000,100511.0669,0,0,0,0,0,0,0,0,0,0,0,304096322.1,,,0
71,71,21-03-09,1.00E-04,5.87E-06,5000000,42589.43513,0,0,0,0,0,0,0,0,0,0,0,304434319.2,,,0
72,72,22-03-09,1.00E-04,4.72E-06,11900000,126059.316,0,0,0,0,0,0,0,0,0,0,0,304772692,,,0
73,73,23-03-09,1.00E-04,4.72E-06,13000000,137711.8578,0,0,0,0,0,0,0,0,0,0,0,305111440.9,,,0
74,74,24-03-09,1.00E-04,5.22E-06,10500000,100574.7136,0,0,0,0,0,0,0,0,0,0,0,305450566.4,,,0
75,75,25-03-09,1.00E-04,5.22E-06,11700000,112068.9665,0,0,0,0,0,0,0,0,0,0,0,305790068.7,,,0
76,76,26-03-09,1.00E-04,5.62E-06,11700000,104092.5215,0,0,0,0,0,0,0,0,0,0,0,306129948.5,,,0
77,77,27-03-09,1.00E-04,5.62E-06,10600000,94306.04512,0,0,0,0,0,0,0,0,0,0,0,306470205.9,,,0
78,78,28-03-09,1.00E-04,5.92E-06,11900000,100506.7517,0,0,0,0,0,0,0,0,0,0,0,306810841.6,,,0
79,79,29-03-09,1.00E-04,5.92E-06,11600000,97972.96804,0,0,0,0,0,0,0,0,0,0,0,307151855.9,,,0
80,80,30-03-09,1.00E-04,6.21E-06,12000000,96618.358,0,0,0,0,0,0,0,0,0,0,0,307493249.2,,,0
81,81,31-03-09,1.00E-04,6.21E-06,11000000,88566.82816,0,0,0,0,0,0,0,0,0,0,0,307835022,,,0
82,82,01-04-09,1.00E-04,5.32E-06,11400000,107142.8519,0,0,0,0,0,0,0,0,0,0,0,308177174.6,,,0
83,83,02-04-09,1.00E-04,5.32E-06,11500000,108082.7014,0,0,0,0,0,0,0,0,0,0,0,308519707.5,,,0
84,84,03-04-09,1.00E-04,5.62E-06,11600000,103202.8418,0,0,0,0,0,0,0,0,0,0,0,308862621.2,,,0
85,85,04-04-09,1.00E-04,5.62E-06,11300000,100533.8028,0,0,0,0,0,0,0,0,0,0,0,309205916,,,0
86,86,05-04-09,1.00E-04,6.41E-06,13000000,101404.0541,0,0,0,0,0,0,0,0,0,0,0,309549592.4,,,0
87,87,06-04-09,1.00E-04,6.41E-06,10900000,85023.3992,0,0,0,0,0,0,0,0,0,0,0,309893650.7,,,0
88,88,07-04-09,1.00E-04,4.92E-06,10000000,101626.0176,0,0,0,0,0,0,0,0,0,0,0,310238091.5,,,0
89,89,08-04-09,1.00E-04,4.92E-06,10500000,106707.3185,0,0,0,0,0,0,0,0,0,0,0,310582915.1,,,0
90,90,09-04-09,1.00E-04,4.92E-06,9900000,100609.7574,0,0,0,0,0,0,0,0,0,0,0,310928121.9,,,0
91,91,10-04-09,1.00E-04,4.92E-06,10800000,109756.099,0,0,0,0,0,0,0,0,0,0,0,311273712.5,,,0
92,92,11-04-09,1.00E-04,6.06E-06,12000000,99009.89796,0,0,0,0,0,0,0,0,0,0,0,311619687.2,,,0
93,93,12-04-09,1.00E-04,6.06E-06,11800000,97359.73299,0,0,0,0,0,0,0,0,0,0,0,311966046.4,,,0
94,94,13-04-09,1.00E-04,5.72E-06,11500000,100524.4732,0,0,0,0,0,0,0,0,0,0,0,312312790.6,,,0
95,95,14-04-09,1.00E-04,5.72E-06,12400000,108391.6058,0,0,0,0,0,0,0,0,0,0,0,312659920.2,,,0
96,96,15-04-09,1.00E-04,5.57E-06,11300000,101436.2593,0,0,0,0,0,0,0,0,0,0,0,313007435.6,,,0
97,97,16-04-09,1.00E-04,5.57E-06,12300000,110412.9194,0,0,0,0,0,0,0,0,0,0,0,313355337.3,,,0
98,98,17-04-09,1.00E-04,5.72E-06,11200000,97902.0956,0,0,0,0,0,0,0,0,0,0,0,313703625.6,,,0
99,99,18-04-09,1.00E-04,5.72E-06,12600000,110139.8575,0,0,0,0,0,0,0,0,0,0,0,314052301.1,,,0
100,100,19-04-09,1.00E-04,5.92E-06,11900000,100506.7517,0,0,0,0,0,0,0,0,0,0,0,314401364.1,,,0
101,101,20-04-09,1.00E-04,5.92E-06,11900000,100506.7517,0,0,0,0,0,0,0,0,0,0,0,314750815.1,,,0
102,102,21-04-09,1.00E-04,6.11E-06,12300000,100654.6626,0,0,0,0,0,0,0,0,0,0,0,315100654.5,,,0
103,103,22-04-09,1.00E-04,6.11E-06,12100000,99018.00145,0,0,0,0,0,0,0,0,0,0,0,315450882.8,,,0
104,104,23-04-09,1.00E-04,3.98E-06,7500000,94221.09838,0,0,0,0,0,0,0,0,0,0,0,315801500.3,,,0
105,105,24-04-09,1.00E-04,3.98E-06,11500000,144472.3508,0,0,0,0,0,0,0,0,0,0,0,316152507.5,,,0
106,106,25-04-09,1.00E-04,6.06E-06,11800000,97359.73299,0,0,0,0,0,0,0,0,0,0,0,316503904.9,,,0
107,107,26-04-09,1.00E-04,6.06E-06,11200000,92409.23809,0,0,0,0,0,0,0,0,0,0,0,316855692.8,,,0
108,108,27-04-09,1.00E-04,5.22E-06,10400000,99616.85914,0,0,0,0,0,0,0,0,0,0,0,317207871.8,,,0
109,109,28-04-09,1.00E-04,5.22E-06,11700000,112068.9665,0,0,0,0,0,0,0,0,0,0,0,317560442.1,,,0
110,110,29-04-09,1.00E-04,6.11E-06,12800000,104746.3156,0,0,0,0,0,0,0,0,0,0,0,317913404.4,,,0
111,111,30-04-09,1.00E-04,6.11E-06,13100000,107201.3074,0,0,0,0,0,0,0,0,0,0,0,318266759,,,0
112,112,01-05-09,1.00E-04,6.11E-06,12100000,99018.00145,0,0,0,0,0,0,0,0,0,0,0,318620506.3,,,0
113,113,02-05-09,1.00E-04,6.11E-06,12600059.57,103110.1419,0,0,0,0,0,0,0,0,0,0,0,318974646.8,,,0
114,114,03-05-09,1.00E-04,5.67E-06,10600000,93474.42339,0,0,0,0,0,0,0,0,0,0,0,319329180.9,,,0
115,115,04-05-09,1.00E-04,5.67E-06,12800000,112874.7754,0,0,0,0,0,0,0,0,0,0,0,319684109.1,,,0
116,116,05-05-09,1.00E-04,6.56E-06,13500000,102896.3357,0,0,0,0,0,0,0,0,0,0,0,320039431.7,,,0
117,117,06-05-09,1.00E-04,6.56E-06,13500000,102896.3357,0,0,0,0,0,0,0,0,0,0,0,320395149.3,,,0
118,118,07-05-09,1.00E-04,6.01E-06,12200000,101497.4998,0,0,0,0,0,0,0,0,0,0,0,320751262.3,,,0
119,119,08-05-09,1.00E-04,6.01E-06,10700000,89018.299,0,0,0,0,0,0,0,0,0,0,0,321107771.1,,,0
120,120,09-05-09,1.00E-04,4.52E-06,7800000,86283.18466,0,0,0,0,0,0,0,0,0,0,0,321464676.1,,,0
121,121,10-05-09,1.00E-04,4.52E-06,8500000,94026.54739,0,0,0,0,0,0,0,0,0,0,0,321821977.9,,,0
122,122,11-05-09,1.00E-04,5.92E-06,12000200.2,101353.0371,0,0,0,0,0,0,0,0,0,0,0,322179676.7,,,0
123,123,12-05-09,1.00E-04,5.92E-06,13000000,109797.2918,0,0,0,0,0,0,0,0,0,0,0,322537773.2,,,0
124,124,13-05-09,1.00E-04,5.72E-06,11100000,97027.96974,0,0,0,0,0,0,0,0,0,0,0,322896267.6,,,0
125,125,14-05-09,1.00E-04,5.72E-06,13900000,121503.4936,0,0,0,0,0,0,0,0,0,0,0,323255160.6,,,0
126,126,15-05-09,1.00E-04,7.11E-06,13600000,95639.94345,0,0,0,0,0,0,0,0,0,0,0,323614452.4,,,0
127,127,16-05-09,1.00E-04,7.11E-06,11900000,83684.95052,0,0,0,0,0,0,0,0,0,0,0,323974143.6,,,0
128,128,17-05-09,1.00E-04,6.21E-06,12700000,102254.4289,0,0,0,0,0,0,0,0,0,0,0,324334234.5,,,0
129,129,18-05-09,1.00E-04,6.21E-06,11800000,95008.05203,0,0,0,0,0,0,0,0,0,0,0,324694725.7,,,0
130,130,19-05-09,1.00E-04,4.97E-06,8600000,86519.10918,0,0,0,0,0,0,0,0,0,0,0,325055617.6,,,0
131,131,20-05-09,1.00E-04,4.97E-06,12000000,120724.3384,0,0,0,0,0,0,0,0,0,0,0,325416910.6,,,0
132,132,21-05-09,1.00E-04,4.42E-06,8200000,92760.17664,0,0,0,0,0,0,0,0,0,0,0,325778605.1,,,0
133,133,22-05-09,1.00E-04,4.42E-06,6100000,69004.52165,0,0,0,0,0,0,0,0,0,0,0,326140701.7,,,0
134,134,23-05-09,1.00E-04,3.50E-07,3200000,457142.8542,0,0,0,0,0,0,0,0,0,0,0,326503200.8,,,0
135,135,24-05-09,1.00E-04,3.50E-07,10000000,1428571.419,0,0,0,0,0,0,0,0,0,0,0,326866102.7,,,0
136,136,25-05-09,1.00E-04,5.57E-06,10900000,97845.59524,0,0,0,0,0,0,0,0,0,0,0,327229408,,,0
137,137,26-05-09,1.00E-04,5.57E-06,12500000,112208.2514,0,0,0,0,0,0,0,0,0,0,0,327593117.2,,,0
138,138,27-05-09,1.00E-04,6.21E-06,11900000,95813.20501,0,0,0,0,0,0,0,0,0,0,0,327957230.5,,,0
139,139,28-05-09,1.00E-04,6.21E-06,9500000,76489.53341,0,0,0,0,0,0,0,0,0,0,0,328321748.6,,,0
140,140,29-05-09,1.00E-04,5.32E-06,10600000,99624.05525,0,0,0,0,0,0,0,0,0,0,0,328686671.9,,,0
141,141,30-05-09,1.00E-04,5.32E-06,10900000,102443.604,0,0,0,0,0,0,0,0,0,0,0,329052000.7,,,0
142,142,31-05-09,1.00E-04,5.87E-06,9600000,81771.71544,0,0,0,0,0,0,0,0,0,0,0,329417735.6,,,0
143,143,01-06-09,1.00E-04,5.87E-06,7100000,60476.99788,0,0,0,0,0,0,0,0,0,0,0,329783877,,,0
144,144,02-06-09,1.00E-04,4.42E-06,11100000,125565.605,0,0,0,0,0,0,0,0,0,0,0,330150425.4,,,0
145,145,03-06-09,1.00E-04,4.42E-06,7100000,80316.73831,0,0,0,0,0,0,0,0,0,0,0,330517381.1,,,0
146,146,04-06-09,1.00E-04,1.94E-06,6600000,170103.0931,0,0,0,0,0,0,0,0,0,0,0,330884744.8,,,0
147,147,05-06-09,1.00E-04,1.94E-06,3000000,77319.58777,0,0,0,0,0,0,0,0,0,0,0,331252516.7,,,0
148,148,06-06-09,1.00E-04,1.19E-06,2800000,117647.0524,0,0,0,0,0,0,0,0,0,0,0,331620697.5,,,0
149,149,07-06-09,1.00E-04,1.19E-06,1600000,67226.88711,0,0,0,0,0,0,0,0,0,0,0,331989287.4,,,0
150,150,08-06-09,1.00E-04,3.58E-06,8200000,114525.1332,0,0,0,0,0,0,0,0,0,0,0,332358287.1,,,0
151,151,09-06-09,1.00E-04,3.58E-06,9100000,127094.9649,0,0,0,0,0,0,0,0,0,0,0,332727696.8,,,0
152,152,10-06-09,1.00E-04,4.13E-06,8200000,99273.60574,0,0,0,0,0,0,0,0,0,0,0,333097517.2,,,0
153,153,11-06-09,1.00E-04,4.13E-06,8900000,107748.1818,0,0,0,0,0,0,0,0,0,0,0,333467748.6,,,0
154,154,12-06-09,1.00E-04,4.52E-06,8600000,95132.74206,0,0,0,0,0,0,0,0,0,0,0,333838391.5,,,0
155,155,13-06-09,1.00E-04,4.52E-06,7800000,86283.18466,0,0,0,0,0,0,0,0,0,0,0,334209446.4,,,0
156,156,14-06-09,1.00E-04,3.48E-06,7200000,103448.2723,0,0,0,0,0,0,0,0,0,0,0,334580913.7,,,0
157,157,15-06-09,1.00E-04,3.48E-06,8400000,120689.651,0,0,0,0,0,0,0,0,0,0,0,334952793.9,,,0
158,158,16-06-09,0.0002,3.63E-06,7100000,195592.2795,0,0,0,0,0,0,0,0,0,0,0,335325087.4,,,0
159,159,17-06-09,0.0002,3.63E-06,7900000,217630.8463,0,0,0,0,0,0,0,0,0,0,0,335697794.7,,,0
160,160,18-06-09,0.0002,4.03E-06,8000000,198511.155,0,0,0,0,0,0,0,0,0,0,0,336070916.3,,,0
161,161,19-06-09,0.0002,4.03E-06,8700000,215880.881,0,0,0,0,0,0,0,0,0,0,0,336444452.5,,,0
162,162,20-06-09,0.0002,4.18E-06,7800000,186602.8703,0,0,0,0,0,0,0,0,0,0,0,336818404,,,0
163,163,21-06-09,0.0002,4.18E-06,8100000,193779.9038,0,0,0,0,0,0,0,0,0,0,0,337192771.1,,,0
164,164,22-06-09,0.0002,3.98E-06,7600000,190954.7594,0,0,0,0,0,0,0,0,0,0,0,337567554.3,,,0
165,165,23-06-09,0.0002,3.98E-06,7600000,190954.7594,0,0,0,0,0,0,0,0,0,0,0,337942754.1,,,0
166,166,24-06-09,0.0002,4.23E-06,9500000,224586.2917,0,0,0,0,0,0,0,0,0,0,0,338318370.9,,,0
167,167,25-06-09,0.0002,4.23E-06,6800000,160756.5035,0,0,0,0,0,0,0,0,0,0,0,338694405.2,,,0
168,168,26-06-09,0.0002,4.42E-06,9000000,203619.8999,0,0,0,0,0,0,0,0,0,0,0,339070857.4,,,0
169,169,27-06-09,0.0002,4.42E-06,8400000,190045.24,0,0,0,0,0,0,0,0,0,0,0,339447728.1,,,0
170,170,28-06-09,0.0002,2.54E-06,4600000,181102.3599,0,0,0,0,0,0,0,0,0,0,0,339825017.6,,,0
171,171,29-06-09,0.0002,2.54E-06,8300000,326771.6493,0,0,0,0,0,0,0,0,0,0,0,340202726.5,,,0
172,172,30-06-09,0.0002,4.32E-06,8500000,196759.2639,0,0,0,0,0,0,0,0,0,0,0,340580855.2,,,0
173,173,01-07-09,0.0002,4.32E-06,7400000,171296.3003,0,0,0,0,0,0,0,0,0,0,0,340959404.2,,,0
174,174,02-07-09,0.0002,3.58E-06,8300000,231843.5623,0,0,0,0,0,0,0,0,0,0,0,341338374,,,0
175,175,03-07-09,0.0003,3.58E-06,8200000,343575.4246,0,0,0,0,0,0,0,0,0,0,0,341717764.9,,,0
176,176,04-07-09,0.0003,4.42E-06,8900000,302036.2069,0,0,0,0,0,0,0,0,0,0,0,342097577.6,,,0
177,177,05-07-09,0.0003,4.42E-06,7900000,268099.5544,0,0,0,0,0,0,0,0,0,0,0,342477812.4,,,0
178,178,06-07-09,0.0003,4.52E-06,8400000,278761.0784,0,0,0,0,0,0,0,0,0,0,0,342858469.8,,,0
179,179,07-07-09,0.0003,4.52E-06,6900000,228982.3144,0,0,0,0,0,0,0,0,0,0,0,343239550.3,,,0
180,180,08-07-09,0.0003,3.93E-06,7400000,282442.7744,0,0,0,0,0,0,0,0,0,0,0,343621054.4,,,0
181,181,09-07-09,0.0003,3.93E-06,8600000,328244.3054,0,0,0,0,0,0,0,0,0,0,0,344002982.5,,,0
182,182,10-07-09,0.0003,4.08E-06,8100000,297794.1279,0,0,0,0,0,0,0,0,0,0,0,344385335.2,,,0
183,183,11-07-09,0.0003,4.08E-06,8300000,305147.0693,0,0,0,0,0,0,0,0,0,0,0,344768112.8,,,0
184,184,12-07-09,0.0003,3.78E-06,7700000,305555.5666,0,0,0,0,0,0,0,0,0,0,0,345151315.8,,,0
185,185,13-07-09,0.0003,3.78E-06,7800000,309523.8207,0,0,0,0,0,0,0,0,0,0,0,345534944.8,,,0
186,186,14-07-09,0.0003,3.58E-06,6900000,289106.15,0,0,0,0,0,0,0,0,0,0,0,345919000.2,,,0
187,187,15-07-09,0.0003,3.58E-06,4500000,188547.4891,0,0,0,0,0,0,0,0,0,0,0,346303482.4,,,0
188,188,16-07-09,0.0003,3.43E-06,7100000,310495.632,0,0,0,0,0,0,0,0,0,0,0,346688392,,,0
189,189,17-07-09,0.0003,3.43E-06,4700000,205539.362,0,0,0,0,0,0,0,0,0,0,0,347073729.4,,,0
190,190,18-07-09,0.0003,1.50E-07,400000,400000.0049,0,0,0,0,0,0,0,0,0,0,0,347459495.1,,,0
191,191,19-07-09,0.0003,1.50E-07,7000000,7000000.085,0,0,0,0,0,0,0,0,0,0,0,347845689.5,,,0
192,192,20-07-09,0.0004,3.73E-06,7000279.785,375350.1242,0,0,0,0,0,0,0,0,0,0,0,348232313.3,,,0
193,193,21-07-09,0.0004,3.73E-06,8200000,439678.2861,0,0,0,0,0,0,0,0,0,0,0,348619366.7,,,0
194,194,22-07-09,0.0004,3.43E-06,6000000,349854.2077,0,0,0,0,0,0,0,0,0,0,0,349006850.4,,,0
195,195,23-07-09,0.0004,3.43E-06,7600000,443148.6631,0,0,0,0,0,0,0,0,0,0,0,349394764.7,,,0
196,196,24-07-09,0.0004,3.73E-06,7300000,391420.9132,0,0,0,0,0,0,0,0,0,0,0,349783110.2,,,0
197,197,25-07-09,0.0004,3.73E-06,3200000,171581.7702,0,0,0,0,0,0,0,0,0,0,0,350171887.3,,,0
198,198,26-07-09,0.0004,6.50E-07,2100000,646153.8258,0,0,0,0,0,0,0,0,0,0,0,350561096.5,,,0
199,199,27-07-09,0.0004,6.50E-07,7400000,2276923.005,0,0,0,0,0,0,0,0,0,0,0,350950738.4,,,0
200,200,28-07-09,0.0004,2.19E-06,4100000,374429.2088,0,0,0,0,0,0,0,0,0,0,0,351340813.3,,,0
201,201,29-07-09,0.0004,2.19E-06,1900000,173515.9748,0,0,0,0,0,0,0,0,0,0,0,351731321.8,,,0
202,202,30-07-09,0.0004,7.00E-07,1500000,428571.4258,0,0,0,0,0,0,0,0,0,0,0,352122264.3,,,0
203,203,31-07-09,0.0004,7.00E-07,1700000,485714.2826,0,0,0,0,0,0,0,0,0,0,0,352513641.3,,,0
204,204,01-08-09,0.0004,1.14E-06,2800000,491228.06,0,0,0,0,0,0,0,0,0,0,0,352905453.4,,,0
205,205,02-08-09,0.0004,1.14E-06,2300000,403508.7636,0,0,0,0,0,0,0,0,0,0,0,353297700.9,,,0
206,206,03-08-09,0.0004,7.50E-07,1200000,319999.9806,0,0,0,0,0,0,0,0,0,0,0,353690384.5,,,0
207,207,04-08-09,0.0004,7.50E-07,8100000,2159999.869,0,0,0,0,0,0,0,0,0,0,0,354083504.4,,,0
208,208,05-08-09,0.0004,4.52E-06,8700000,384955.7469,0,0,0,0,0,0,0,0,0,0,0,354477061.4,,,0
209,209,06-08-09,0.0005,4.52E-06,9000000,497787.64,0,0,0,0,0,0,0,0,0,0,0,354871055.7,,,0
210,210,07-08-09,0.0005,3.68E-06,8000259.766,543495.9392,0,0,0,0,0,0,0,0,0,0,0,355265488,,,0
211,211,08-08-09,0.0005,3.68E-06,8000000,543478.2921,0,0,0,0,0,0,0,0,0,0,0,355660358.7,,,0
